ISO country code,Country,Sub-national region,World region,MPI National,MPI Regional,Headcount Ratio Regional,Intensity of deprivation Regional,lat,lng
LBR,Liberia,Margibi,Sub-Saharan Africa,0.374,0.364,72.7,50.1,6.5151875,-10.3048897
LBR,Liberia,Maryland,Sub-Saharan Africa,0.374,0.388,77.3,50.2,4.7258878,-7.741670300000001
LBR,Liberia,Montserrado,Sub-Saharan Africa,0.374,0.25,54.2,46.2,6.5525815,-10.5296115
LBR,Liberia,Nimba,Sub-Saharan Africa,0.374,0.377,72.0,52.4,6.8427612,-8.6600586
LBR,Liberia,River Cess,Sub-Saharan Africa,0.374,0.536,94.5,56.7,5.902532799999999,-9.456155
LBR,Liberia,River Gee,Sub-Saharan Africa,0.374,0.433,81.4,53.1,5.2604894,-7.872159999999999
LBR,Liberia,Sinoe,Sub-Saharan Africa,0.374,0.445,84.4,52.7,5.49871,-8.6600586
LSO,Lesotho,Berea,Sub-Saharan Africa,0.14,0.106,26.0,40.6,-29.1746723,27.8311428
LSO,Lesotho,Botha-Bothe,Sub-Saharan Africa,0.14,0.149,33.2,44.9,-28.801561,28.5331038
LSO,Lesotho,Leribe,Sub-Saharan Africa,0.14,0.106,25.6,41.4,-28.8638065,28.0478826
LSO,Lesotho,Mafeteng,Sub-Saharan Africa,0.14,0.131,31.3,41.9,-29.8224312,27.2388161
LSO,Lesotho,Maseru,Sub-Saharan Africa,0.14,0.08199999999999999,19.7,41.5,-29.3150767,27.4869229
LSO,Lesotho,Mohale'S Hoek,Sub-Saharan Africa,0.14,0.17800000000000002,38.3,46.5,-30.1425917,27.4673845
LSO,Lesotho,Mokhotlong,Sub-Saharan Africa,0.14,0.29100000000000004,61.5,47.3,-29.2875557,29.06053889999999
LSO,Lesotho,Qacha'S-Nek,Sub-Saharan Africa,0.14,0.173,40.8,42.5,-30.1114565,28.678979
LSO,Lesotho,Quthing,Sub-Saharan Africa,0.14,0.151,34.4,43.8,-30.32464959999999,28.0186087
LSO,Lesotho,Thaba Tseka,Sub-Saharan Africa,0.14,0.267,56.8,47.0,-29.5238975,28.6089752
MAR,Morocco,Sahara,Arab States,0.067,0.017,4.2,39.6,31.791702,-7.092619999999999
MAR,Morocco,Souss-Massa-Draa,Arab States,0.067,0.102,22.4,45.7,31.12001849999999,-6.0679194
MAR,Morocco,El Gharb-Chrarda Bni Hssen,Arab States,0.067,0.084,19.5,43.2,34.5434461,-5.898713900000001
MAR,Morocco,Chaouia Ourdigha,Arab States,0.067,0.066,15.8,41.6,33.0473251,-7.265285799999999
MAR,Morocco,Marrakech-Tensift-El Haouz,Arab States,0.067,0.131,28.3,46.2,31.5628076,-7.959286299999999
MAR,Morocco,Rðgion Oriental,Arab States,0.067,0.049,12.0,40.6,,
MAR,Morocco,Grand Casablanca,Arab States,0.067,0.003,0.7,39.6,33.52059330000001,-7.5680595
MAR,Morocco,Rabat-Salð-Zemmour-Zair,Arab States,0.067,0.016,4.2,38.9,33.9715904,-6.8498129
MAR,Morocco,Doukkala-Abda,Arab States,0.067,0.06,14.2,42.3,32.5997754,-8.6600586
MAR,Morocco,Tadla-Azilal,Arab States,0.067,0.07,16.7,42.2,32.004262,-6.5783387
MAR,Morocco,Meknes-Tafilalet,Arab States,0.067,0.037000000000000005,9.2,40.6,31.9051275,-4.7277528
MAR,Morocco,Fes-Boulemane,Arab States,0.067,0.042,10.1,41.7,33.1870471,-4.2333355
MAR,Morocco,Taza-Al Hoceima-Taounate,Arab States,0.067,0.123,28.0,44.0,34.2581709,-4.2333355
MAR,Morocco,Tanger-Tetouan,Arab States,0.067,0.083,19.0,43.7,35.2629558,-5.5617279
MDG,Madagascar,Analamanga,Sub-Saharan Africa,0.35700000000000004,0.17800000000000002,36.5,48.6,-18.382333,47.2923893
MDG,Madagascar,Vakinankaratra,Sub-Saharan Africa,0.35700000000000004,0.35700000000000004,70.2,50.9,-19.7184663,46.670534
MDG,Madagascar,Itasy,Sub-Saharan Africa,0.35700000000000004,0.397,73.8,53.8,-18.9006786,46.9805103
MDG,Madagascar,Bongolava,Sub-Saharan Africa,0.35700000000000004,0.319,68.3,46.7,-18.6336864,46.0563212
MDG,Madagascar,Haute Matsiatra,Sub-Saharan Africa,0.35700000000000004,0.4,73.5,54.5,-21.3390868,46.516262
MDG,Madagascar,Anamoroni'i Mania,Sub-Saharan Africa,0.35700000000000004,0.409,71.2,57.4,,
MDG,Madagascar,Vatovavy Fitovinany,Sub-Saharan Africa,0.35700000000000004,0.514,89.7,57.3,-21.3205653,47.92182039999999
MDG,Madagascar,Ihorombe,Sub-Saharan Africa,0.35700000000000004,0.448,82.9,54.0,-22.6558058,46.3624686
MDG,Madagascar,Atsimo Atsinanana,Sub-Saharan Africa,0.35700000000000004,0.531,89.8,59.1,-23.5819954,47.2923893
MDG,Madagascar,Atsinanana,Sub-Saharan Africa,0.35700000000000004,0.269,53.8,49.9,-18.8131481,48.8799972
MDG,Madagascar,Analanjirofo,Sub-Saharan Africa,0.35700000000000004,0.383,73.3,52.3,-16.507537,49.5279996
MDG,Madagascar,Alaotra Mangoro,Sub-Saharan Africa,0.35700000000000004,0.309,63.9,48.4,-18.0284909,48.2393528
MDG,Madagascar,Boeny,Sub-Saharan Africa,0.35700000000000004,0.31,58.0,53.5,-16.3645202,45.9039689
MDG,Madagascar,Sofia,Sub-Saharan Africa,0.35700000000000004,0.32,61.9,51.7,-15.4135578,48.0803529
MDG,Madagascar,Betsiboka,Sub-Saharan Africa,0.35700000000000004,0.433,76.0,57.0,-17.5475916,47.2151898
MDG,Madagascar,Melaky,Sub-Saharan Africa,0.35700000000000004,0.509,86.9,58.6,-17.3776488,44.7006138
MDG,Madagascar,Atsimo Andrefana,Sub-Saharan Africa,0.35700000000000004,0.4270000000000001,74.9,57.0,-23.1485269,44.3992892
MDG,Madagascar,Androy,Sub-Saharan Africa,0.35700000000000004,0.547,93.0,58.8,-24.7497835,45.4498065
MDG,Madagascar,Anosy,Sub-Saharan Africa,0.35700000000000004,0.486,83.2,58.5,-23.5579591,45.9039689
MDG,Madagascar,Menabe,Sub-Saharan Africa,0.35700000000000004,0.417,77.5,53.8,-20.3446313,44.7006138
MDG,Madagascar,Diana,Sub-Saharan Africa,0.35700000000000004,0.294,60.0,49.1,-13.4086535,49.2030851
MDG,Madagascar,Sava,Sub-Saharan Africa,0.35700000000000004,0.327,65.9,49.7,-14.4407175,49.8547266
MLI,Mali,Kayes,Sub-Saharan Africa,0.457,0.485,82.8,58.6,14.4367876,-11.4452717
MLI,Mali,Koulikoro,Sub-Saharan Africa,0.457,0.44,75.5,58.2,13.8018074,-7.4381355
MLI,Mali,Sikasso,Sub-Saharan Africa,0.457,0.484,83.8,57.8,11.3223834,-5.6983979
MLI,Mali,Sðgou,Sub-Saharan Africa,0.457,0.498,83.2,59.8,,
MLI,Mali,Mopti,Sub-Saharan Africa,0.457,0.594,90.5,65.6,14.4874284,-4.1974627
MLI,Mali,Bamako,Sub-Saharan Africa,0.457,0.168,37.3,44.9,12.6392316,-8.0028892
MMR,Myanmar,Ayeyarwaddy,East Asia and the Pacific,0.134,0.171,39.0,43.8,17.0342125,95.22666749999999
MMR,Myanmar,Bago,East Asia and the Pacific,0.134,0.129,30.6,42.3,17.3220711,96.4663286
MMR,Myanmar,Chin,East Asia and the Pacific,0.134,0.152,33.8,44.9,22.3896751,93.5812692
MMR,Myanmar,Kachin,East Asia and the Pacific,0.134,0.083,19.0,43.9,25.850904,97.4381355
MMR,Myanmar,Kayah,East Asia and the Pacific,0.134,0.099,23.0,43.2,19.2342061,97.26528580000002
MMR,Myanmar,Kayin,East Asia and the Pacific,0.134,0.183,36.9,49.6,16.9459346,97.9592863
MMR,Myanmar,Magway,East Asia and the Pacific,0.134,0.114,27.4,41.7,20.1544305,94.9454803
MMR,Myanmar,Mandalay,East Asia and the Pacific,0.134,0.099,24.1,41.0,21.9588282,96.0891032
MMR,Myanmar,Mon,East Asia and the Pacific,0.134,0.109,24.8,43.7,17.0626039,97.35165579999999
MMR,Myanmar,Naypyitaw,East Asia and the Pacific,0.134,0.11,26.1,42.1,19.7633057,96.07851040000001
MMR,Myanmar,Rakhine,East Asia and the Pacific,0.134,0.258,51.3,50.2,19.810093,93.9878427
MMR,Myanmar,Sagaing,East Asia and the Pacific,0.134,0.134,31.6,42.6,21.9159702,95.9621106
MMR,Myanmar,Shan,East Asia and the Pacific,0.134,0.194,39.5,49.3,22.0361985,98.1338558
MMR,Myanmar,Taninthayi,East Asia and the Pacific,0.134,0.129,28.9,44.7,12.4706876,99.0128926
MMR,Myanmar,Yangon,East Asia and the Pacific,0.134,0.051,12.5,40.8,16.8660694,96.19513200000002
MNG,Mongolia,Central,East Asia and the Pacific,0.041,0.041,9.9,41.0,47.2124056,106.41541
MNG,Mongolia,Eastern,East Asia and the Pacific,0.041,0.044,11.1,39.9,47.4658154,115.392712
MNG,Mongolia,Khangai,East Asia and the Pacific,0.041,0.075,18.3,41.0,47.5,100
MNG,Mongolia,Ulaanbaatar,East Asia and the Pacific,0.041,0.006,1.7,35.3,47.88639879999999,106.9057439
MNG,Mongolia,Western,East Asia and the Pacific,0.041,0.09,21.2,42.5,48.963603,89.935224
MOZ,Mozambique,Niassa,Sub-Saharan Africa,0.389,0.443,79.0,56.1,-12.7826202,36.6093926
MOZ,Mozambique,Cabo Delgado,Sub-Saharan Africa,0.389,0.525,87.0,60.4,-12.3335474,39.3206241
MOZ,Mozambique,Nampula,Sub-Saharan Africa,0.389,0.4,74.0,54.0,-15.1266347,39.2687161
MOZ,Mozambique,Zambðzia,Sub-Saharan Africa,0.389,0.528,88.1,60.0,,
MOZ,Mozambique,Tete,Sub-Saharan Africa,0.389,0.466,80.5,57.9,-16.1328104,33.6063855
MOZ,Mozambique,Manica,Sub-Saharan Africa,0.389,0.301,60.7,49.6,-18.9438274,32.8648538
MOZ,Mozambique,Sofala,Sub-Saharan Africa,0.389,0.381,69.8,54.6,-19.2039073,34.8624166
MOZ,Mozambique,Inhambane,Sub-Saharan Africa,0.389,0.295,60.1,49.1,-23.8662153,35.3826756
MOZ,Mozambique,Gaza,Sub-Saharan Africa,0.389,0.306,60.1,51.0,-23.0221928,32.7181375
MOZ,Mozambique,Maputo Provðncia,Sub-Saharan Africa,0.389,0.133,28.4,46.9,,
MOZ,Mozambique,Maputo Cidade,Sub-Saharan Africa,0.389,0.043,10.5,41.3,-25.969248,32.5731746
MRT,Mauritania,Hodh Charghy,Sub-Saharan Africa,0.285,0.412,75.3,54.7,,
MRT,Mauritania,Hodh Gharby,Sub-Saharan Africa,0.285,0.438,77.1,56.9,16.6912149,-9.5450974
MRT,Mauritania,Assaba,Sub-Saharan Africa,0.285,0.419,71.6,58.4,16.7759558,-11.5248055
MRT,Mauritania,Gorgol,Sub-Saharan Africa,0.285,0.46,79.0,58.1,15.9717357,-12.6216211
MRT,Mauritania,Brakna,Sub-Saharan Africa,0.285,0.307,58.2,52.7,17.2317561,-13.1740348
